State,Location Code,Education,Gender,Coverage,EmploymentStatus,Marital Status,Renew Offer Type,Vehicle Class,Vehicle Size,Policy,Policy Type,Sales Channel,Months Since Last Claim,Months Since Policy Inception,Income,Total Claim Amount,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Customer Lifetime Value,Response
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Corporate L1,Corporate Auto,Agent,11,60,0,331.2,69,0,1,2563.582441,No
Oregon,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,24,10,0,425.266308,70,0,1,2393.915369,Yes
Nevada,Suburban,Bachelor,M,Basic,Medical Leave,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,3,92,29735,331.2,69,0,1,2453.570794,Yes
California,Urban,College,M,Basic,Employed,Married,Offer4,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,6,35,61417,206.01822,65,0,7,5143.878519,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,SUV,Small,Personal L3,Personal Auto,Branch,3,12,0,756,105,0,4,7378.510732,No
California,Rural,High School or Below,M,Basic,Employed,Married,Offer3,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,16,33,43846,125.52458,65,1,1,2574.198807,No
Arizona,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,33,54,0,482.4,67,0,2,22315.05787,No
Nevada,Suburban,College,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,24,95,33775,292.8,61,0,1,2430.484375,No
Oregon,Suburban,College,M,Extended,Employed,Single,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,1,60,96988,369.6,77,0,3,6160.999344,No
Arizona,Suburban,Bachelor,M,Premium,Unemployed,Single,Offer1,Two-Door Car,Large,Personal L3,Personal Auto,Branch,26,34,0,820.8,114,0,7,7912.132168,No
Oregon,Rural,Doctor,F,Basic,Employed,Single,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Call Center,19,45,81945,47.451832,68,0,9,5534.821886,No
Arizona,Rural,Bachelor,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,24,47,0,27.031485,65,0,1,2382.672856,No
Nevada,Suburban,Bachelor,F,Basic,Medical Leave,Married,Offer4,Luxury SUV,Medsize,Personal L3,Personal Auto,Branch,7,46,19019,1003.050834,186,0,1,6991.248087,No
Oregon,Urban,Bachelor,F,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,33,53,62579,326.242099,72,0,1,2885.328202,No
California,Suburban,High School or Below,F,Premium,Employed,Divorced,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,34,74,46587,571.2,119,2,2,41787.90343,Yes
Arizona,Suburban,Bachelor,F,Extended,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,26,58,0,583.2,81,0,1,2848.564466,No
Arizona,Suburban,Bachelor,F,Extended,Unemployed,Single,Offer3,Four-Door Car,Small,Special L1,Special Auto,Web,15,47,0,561.6,78,0,2,8123.023295,No
Washington,Suburban,High School or Below,M,Extended,Unemployed,Married,Offer1,SUV,Medsize,Corporate L1,Corporate Auto,Agent,1,98,0,648,135,0,9,9661.103686,No
California,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer2,Four-Door Car,Small,Corporate L3,Corporate Auto,Web,1,61,0,758.460636,66,0,9,4488.134688,No
California,Suburban,College,M,Premium,Medical Leave,Married,Offer1,Four-Door Car,Small,Special L2,Special Auto,Agent,26,21,29327,627.898468,118,0,1,4561.27302,No
Oregon,Rural,Master,M,Extended,Employed,Married,Offer4,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Call Center,32,34,81081,206.211089,96,1,2,11546.17372,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,27,89,0,763.2,106,0,1,3788.814643,No
Nevada,Urban,Master,M,Basic,Employed,Married,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Branch,3,88,57222,297.187468,112,1,2,13502.63148,No
Arizona,Rural,College,M,Basic,Employed,Married,Offer3,Sports Car,Small,Personal L1,Personal Auto,Agent,4,79,91147,50.473675,107,0,7,8563.968057,No
California,Suburban,High School or Below,F,Basic,Employed,Single,Offer3,Four-Door Car,Small,Personal L3,Personal Auto,Agent,2,55,76638,435.189747,73,1,1,2913.475108,No
California,Rural,Bachelor,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,6,43,29697,147.128736,64,0,2,7540.584824,No
Arizona,Suburban,High School or Below,M,Basic,Unemployed,Married,Offer3,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,27,90,0,301.402778,61,0,2,6950.532764,No
Arizona,Urban,College,F,Basic,Employed,Married,Offer3,Luxury Car,Small,Personal L3,Personal Auto,Branch,7,80,67352,560.947563,181,1,1,7255.137772,No
Oregon,Suburban,Bachelor,F,Extended,Retired,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,1,67,23904,590.4,123,3,1,4334.064096,Yes
Arizona,Suburban,Bachelor,M,Extended,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Branch,16,28,0,422.4,88,2,7,6307.497245,No
California,Urban,Bachelor,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Web,3,42,89953,274.165887,74,0,3,5904.847853,No
California,Suburban,High School or Below,M,Basic,Retired,Divorced,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,1,69,20862,326.4,68,0,9,4794.481412,No
Nevada,Rural,College,F,Basic,Employed,Divorced,Offer1,Sports Car,Medsize,Personal L3,Personal Auto,Branch,35,24,47663,103.702555,114,0,8,9180.154161,No
Washington,Suburban,Master,M,Premium,Employed,Divorced,Offer3,Four-Door Car,Small,Corporate L1,Corporate Auto,Web,8,29,49564,661.608936,105,0,5,8355.512557,No
California,Suburban,College,M,Basic,Employed,Married,Offer2,SUV,Small,Personal L3,Personal Auto,Branch,1,59,28432,612.300581,118,0,2,13869.92705,Yes
California,Urban,College,M,Premium,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L1,Personal Auto,Agent,11,35,32356,428.490681,117,2,2,13452.1928,No
Oregon,Suburban,High School or Below,M,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,32,15,55269,340.8,71,0,2,16798.85832,No
California,Urban,College,F,Premium,Unemployed,Divorced,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Web,6,78,0,509.513764,116,0,3,8273.111579,No
Oregon,Rural,High School or Below,M,Extended,Employed,Divorced,Offer1,Two-Door Car,Large,Personal L3,Personal Auto,Branch,34,82,76771,91.674854,95,1,7,7408.836056,No
Nevada,Rural,College,F,Basic,Employed,Married,Offer2,SUV,Large,Corporate L3,Corporate Auto,Branch,28,10,75648,112.660916,108,0,1,4349.30875,Yes
Oregon,Urban,Doctor,M,Basic,Employed,Single,Offer4,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,21,72,20698,248.422693,68,5,5,4744.967459,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer4,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Web,12,86,29734,649.83837,63,0,2,17208.05642,No
Nevada,Suburban,Bachelor,M,Basic,Employed,Married,Offer3,SUV,Medsize,Corporate L3,Corporate Auto,Agent,25,59,43963,528,110,0,7,8673.587,No
California,Suburban,High School or Below,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,6,9,29465,302.4,63,0,1,2497.910013,No
Arizona,Suburban,High School or Below,F,Basic,Employed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,8,99,24851,604.289428,103,0,2,32069.87526,No
Arizona,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,SUV,Medsize,Corporate L3,Corporate Auto,Agent,2,4,0,770.4,107,2,1,3312.253233,No
California,Suburban,College,M,Extended,Medical Leave,Married,Offer1,Two-Door Car,Large,Special L1,Special Auto,Branch,27,18,11033,511.120131,97,0,2,10828.37347,No
Oregon,Suburban,College,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,7,36,20495,292.8,61,0,2,12128.36511,No
California,Rural,Master,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,17,62,95766,162.557048,68,0,5,5505.687336,No
California,Suburban,College,M,Basic,Unemployed,Single,Offer4,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Agent,22,39,0,655.073317,65,0,2,6715.342541,No
Oregon,Rural,Bachelor,F,Basic,Employed,Single,Offer2,Two-Door Car,Medsize,Personal L2,Personal Auto,Call Center,26,98,61029,114.429816,72,0,1,2836.677371,No
Oregon,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer4,SUV,Medsize,Personal L3,Personal Auto,Web,3,30,0,504,105,0,1,3561.595726,No
California,Rural,High School or Below,M,Extended,Employed,Married,Offer2,Four-Door Car,Large,Special L2,Special Auto,Web,20,52,56188,175.972039,86,3,3,6552.399896,No
Arizona,Rural,Bachelor,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,11,40,94812,121.025058,70,0,1,2833.980142,No
California,Suburban,Bachelor,F,Basic,Unemployed,Married,Offer1,Two-Door Car,Small,Personal L1,Personal Auto,Branch,28,77,0,336,70,1,3,5099.513147,No
Oregon,Suburban,College,F,Premium,Employed,Married,Offer2,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Branch,25,54,55338,556.8,116,0,7,9415.527031,No
California,Suburban,High School or Below,F,Extended,Employed,Married,Offer2,Two-Door Car,Large,Personal L3,Personal Auto,Agent,1,69,82477,432,90,0,1,3644.833554,Yes
Oregon,Suburban,College,F,Basic,Employed,Married,Offer3,Two-Door Car,Small,Personal L3,Personal Auto,Branch,8,6,20852,383.789732,73,0,1,2927.516316,No
Washington,Urban,High School or Below,F,Extended,Unemployed,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,22,62,0,296.637382,82,0,2,9227.945752,No
Oregon,Suburban,Doctor,F,Extended,Unemployed,Married,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,16,75,0,544.217453,83,0,1,3148.42409,No
Arizona,Suburban,College,F,Extended,Unemployed,Single,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,14,57,0,456,95,2,1,3063.114594,No
Arizona,Urban,High School or Below,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,9,76,72460,370.018108,85,0,1,3417.953745,No
Oregon,Rural,Bachelor,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,25,3,76358,86.461582,66,0,2,23594.6802,Yes
California,Rural,High School or Below,M,Extended,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Agent,12,17,96306,185.355353,95,1,6,7519.133631,Yes
Arizona,Rural,College,F,Basic,Employed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,3,29,49544,0.769185,101,0,1,3969.433177,No
Oregon,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer4,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,10,36,0,609.323227,68,0,7,4874.0748,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer3,SUV,Medsize,Corporate L2,Corporate Auto,Web,7,19,0,727.2,101,0,4,7261.615478,No
Arizona,Suburban,College,M,Basic,Employed,Married,Offer2,SUV,Medsize,Personal L2,Personal Auto,Agent,26,42,63357,565.508572,101,0,5,8005.964669,No
Arizona,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer2,Four-Door Car,Large,Corporate L3,Corporate Auto,Call Center,9,21,0,590.4,82,0,1,2996.139865,No
Arizona,Suburban,Bachelor,M,Basic,Employed,Married,Offer4,SUV,Medsize,Corporate L3,Corporate Auto,Agent,13,25,23060,731.350857,109,3,1,4175.945269,No
Arizona,Suburban,Master,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,33,7,27781,340.8,71,0,2,8491.858636,No
Arizona,Rural,College,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,19,89,43246,52.435202,62,0,1,2402.172069,No
Oregon,Suburban,High School or Below,F,Extended,Disabled,Married,Offer3,SUV,Large,Corporate L1,Corporate Auto,Branch,21,16,14254,595.2,124,0,1,4775.475851,No
Nevada,Rural,College,M,Premium,Employed,Married,Offer2,Four-Door Car,Large,Corporate L3,Corporate Auto,Web,5,67,60334,111.164747,106,0,1,4235.183999,No
California,Urban,Bachelor,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,10,56,35625,288.572108,65,1,3,5107.163002,Yes
Oregon,Urban,Bachelor,F,Basic,Employed,Married,Offer2,Sports Car,Medsize,Corporate L3,Corporate Auto,Agent,13,15,54684,302.137164,111,3,2,13167.60512,No
Oregon,Urban,Bachelor,M,Basic,Employed,Single,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Call Center,4,79,56228,276.877348,65,0,1,2520.301352,No
Oregon,Suburban,Bachelor,M,Extended,Employed,Single,Offer4,SUV,Medsize,Personal L2,Personal Auto,Agent,9,43,82166,643.2,134,3,1,5189.289582,No
Oregon,Suburban,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,29,93,30406,350.4,73,0,1,2893.313855,No
Arizona,Suburban,Bachelor,M,Premium,Employed,Divorced,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,1,19,75007,668.773522,101,0,1,3985.547406,No
Washington,Urban,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,24,63,79271,232.753598,62,4,1,2414.638309,No
Arizona,Suburban,High School or Below,F,Extended,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L2,Personal Auto,Agent,2,66,0,364.8,76,0,2,18688.30707,No
California,Rural,Bachelor,M,Premium,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Call Center,34,56,59414,65.022258,140,0,2,16589.71237,No
Oregon,Suburban,Bachelor,M,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,6,55,44719,316.8,66,0,2,23331.829,No
Nevada,Rural,Bachelor,F,Extended,Unemployed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Web,14,93,0,291.744204,129,2,1,4699.034135,No
California,Suburban,Doctor,F,Basic,Disabled,Divorced,Offer2,Two-Door Car,Medsize,Personal L1,Personal Auto,Branch,1,9,21986,333.696228,63,0,1,2395.57,Yes
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer2,SUV,Medsize,Personal L3,Personal Auto,Branch,6,35,58480,542.4,113,1,5,8861.482361,No
Washington,Rural,Master,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Special L3,Special Auto,Agent,21,30,37520,163.576763,74,0,2,8936.823519,No
California,Rural,Bachelor,M,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,15,63,50165,129.999138,62,0,2,7340.496505,No
Arizona,Suburban,College,M,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Web,24,16,42961,398.4,83,0,2,26453.93512,No
Oregon,Urban,High School or Below,M,Extended,Employed,Single,Offer1,Four-Door Car,Large,Personal L3,Personal Auto,Agent,4,82,86687,274.159702,80,0,3,6342.473656,No
Oregon,Rural,High School or Below,F,Extended,Unemployed,Single,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Branch,2,88,0,41.617367,93,0,3,6560.815344,No
Arizona,Rural,Bachelor,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,19,25,23772,100.652984,83,0,4,6687.593818,No
California,Urban,College,M,Extended,Unemployed,Married,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,23,7,0,354.939043,98,0,1,3681.253483,No
Arizona,Rural,Doctor,F,Basic,Disabled,Married,Offer3,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,17,44,18241,151.991098,65,0,1,2555.535685,No
Oregon,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,32,88,0,312,65,0,1,2373.795076,No
California,Urban,High School or Below,F,Basic,Employed,Single,Offer1,Two-Door Car,Medsize,Personal L1,Personal Auto,Web,7,64,86650,323.865715,69,2,1,2732.652352,No
Arizona,Suburban,Bachelor,M,Extended,Unemployed,Single,Offer3,SUV,Medsize,Personal L3,Personal Auto,Agent,11,73,0,1554.089517,137,0,1,4703.71858,No
Oregon,Suburban,Master,F,Premium,Employed,Married,Offer1,Sports Car,Large,Personal L2,Personal Auto,Call Center,5,97,35973,763.2,159,0,2,19259.84494,No
Arizona,Suburban,High School or Below,M,Extended,Employed,Married,Offer4,Four-Door Car,Small,Personal L2,Personal Auto,Call Center,6,59,26262,465.6,97,0,1,3844.569357,No
California,Suburban,College,M,Extended,Employed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Call Center,8,79,25187,580.8,121,0,1,4683.443348,No
Oregon,Rural,High School or Below,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,35,94,88081,82.483947,64,0,5,5174.081063,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Call Center,20,18,83460,443.44552,66,0,1,2655.864573,No
California,Suburban,Bachelor,F,Basic,Disabled,Married,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Branch,0,99,19949,355.2,74,1,3,5615.073509,No
Oregon,Suburban,College,M,Extended,Unemployed,Single,Offer2,Two-Door Car,Large,Personal L3,Personal Auto,Branch,16,56,0,897.379535,92,0,1,3161.171297,No
Arizona,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer2,SUV,Medsize,Personal L3,Personal Auto,Branch,30,87,0,784.8,109,0,4,7575.647415,No
California,Urban,Bachelor,F,Extended,Employed,Married,Offer2,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,31,61,77739,428.563553,98,0,1,3985.398895,No
Oregon,Urban,College,F,Extended,Employed,Married,Offer1,SUV,Large,Personal L3,Personal Auto,Branch,2,69,23649,535.606632,122,0,6,9706.375239,No
Arizona,Urban,College,M,Extended,Employed,Divorced,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,25,87,68980,464.038577,98,0,7,7736.654606,No
Oregon,Suburban,Master,F,Premium,Employed,Married,Offer2,Four-Door Car,Medsize,Special L1,Special Auto,Agent,4,86,60010,494.4,103,0,1,4179.488639,No
California,Rural,Bachelor,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Branch,10,89,30968,45.425684,74,1,8,5759.011129,No
California,Suburban,High School or Below,M,Premium,Unemployed,Divorced,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,2,97,0,556.8,116,0,1,4165.396419,No
Washington,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Small,Personal L2,Personal Auto,Branch,14,30,99841,312,65,0,1,2632.552578,No
California,Suburban,College,M,Premium,Unemployed,Married,Offer1,Four-Door Car,Large,Personal L3,Personal Auto,Branch,3,92,0,504,105,0,1,3885.456401,Yes
California,Suburban,College,M,Basic,Employed,Married,Offer1,SUV,Small,Personal L2,Personal Auto,Branch,16,70,32967,504,105,1,4,8161.944953,No
Oregon,Suburban,Master,M,Extended,Unemployed,Single,Offer1,SUV,Small,Personal L3,Personal Auto,Agent,6,61,0,900,125,0,2,13024.13012,Yes
California,Suburban,College,F,Basic,Employed,Divorced,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,12,16,31794,571.2,119,0,2,14137.23043,No
Washington,Suburban,High School or Below,F,Extended,Employed,Single,Offer2,Four-Door Car,Small,Personal L1,Personal Auto,Agent,17,56,36710,676.8,94,0,1,3700.678124,No
Oregon,Urban,Bachelor,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,21,1,36267,263.454037,69,0,8,5511.033294,No
Oregon,Suburban,High School or Below,M,Basic,Medical Leave,Single,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,22,13,12430,350.4,73,0,4,5169.49937,Yes
Oregon,Suburban,High School or Below,F,Basic,Employed,Married,Offer4,Four-Door Car,Small,Personal L3,Personal Auto,Web,12,88,93715,532.8,74,0,7,6044.020038,No
Nevada,Rural,College,F,Basic,Employed,Married,Offer2,SUV,Large,Corporate L2,Corporate Auto,Branch,28,10,75648,112.660916,108,0,1,4349.30875,Yes
Washington,Urban,College,F,Basic,Medical Leave,Single,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,11,74,24584,279.706613,66,0,2,9688.129179,No
California,Suburban,Bachelor,M,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,16,31,36088,345.6,72,0,9,5528.212807,Yes
Arizona,Suburban,Bachelor,M,Basic,Employed,Single,Offer2,SUV,Medsize,Personal L2,Personal Auto,Call Center,31,6,21723,748.8,104,0,8,7894.5005,No
Oregon,Urban,High School or Below,F,Basic,Employed,Married,Offer1,Four-Door Car,Large,Personal L3,Personal Auto,Agent,17,69,63833,199.460544,73,0,3,5935.815989,No
California,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,7,1,0,304.156333,61,0,4,4520.339327,No
Arizona,Suburban,Bachelor,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,1,49,45892,388.8,81,0,1,3219.146148,No
